ChosenID,Basin,WellName,County,LeaseName,bundle,Parent_Child_Cluster_Labels,LeaseNumber,Field,RES_CAT,Landing_Zone,PerfLateralLength,FirstProdDate,Comp_Dt,HoleDirection,SurfaceLatitude,SurfaceLongitude,BH_Lat,BH_Long,mid_lat,mid_long,First_Prod_Year,First_Prod_Month
4238938832,DB,CHARLES GOODNIGHT 266-265 UNIT C 8H,REEVES,CHARLES GOODNIGHT 266-265 UNIT C,301,2,08-055049-O,PHANTOM,01PDP,WCA,7607,11/1/2020,11/26/2020,H,31.25381632,-103.4954871,31.27440707,-103.491644,31.26411169,-103.4935655,2020,11
4238938836,DB,CHARLES GOODNIGHT 266-265 UNIT C 10H,REEVES,CHARLES GOODNIGHT 266-265 UNIT C,301,2,08-055049-O,PHANTOM,01PDP,WCA,7591,11/1/2020,11/26/2020,H,31.25379962,-103.4953927,31.27385909,-103.4889249,31.26382936,-103.4921588,2020,11
4238938889,DB,CHARLES GOODNIGHT 266-265 UNIT A 4H,REEVES,CHARLES GOODNIGHT 266-265 UNIT A,302,2,08-054923-O,PHANTOM,01PDP,WCA,7549,11/1/2020,11/24/2020,H,31.25519955,-103.5022012,31.27544301,-103.4971811,31.26532128,-103.4996911,2020,11
4238938705,DB,BLUE TOPAZ STATE UNIT 251-252E 9H,REEVES,BLUE TOPAZ STATE UNIT 251-252E,303,0,08-053937-O,WOLFBONE,01PDP,WCB,6555,1/1/2020,1/25/2020,H,31.2200285,-103.520494,31.20252709,-103.5252543,31.21127779,-103.5228742,2020,1
4238938718,DB,STATE ROCK RIVER 30-19 UC 3BS,REEVES,STATE ROCK RIVER 30-19 UC,304,2,08-054658-O,HOEFS T-K,01PDP,2ND BS,10355,8/1/2021,8/29/2021,H,31.11411439,-103.2569289,31.14245536,-103.255118,31.12828487,-103.2560234,2021,8
4238938724,DB,RAMONES UNIT 267-266W 1H,REEVES,RAMONES UNIT 267-266W,305,0,08-054211-O,WOLFBONE,01PDP,WCA,8003,3/1/2020,3/12/2020,H,31.23348306,-103.5141117,31.25495439,-103.5088574,31.24421873,-103.5114846,2020,3
4238938755,DB,STATE NORMAN 45-46 B 2WA,REEVES,STATE NORMAN 45-46 B,306,0,08-053869-O,HOEFS T-K,01PDP,WCA,10918,1/1/2021,1/7/2021,H,31.38867232,-103.2828089,31.35919805,-103.2888787,31.37393519,-103.2858438,2021,1
4238938758,DB,STATE NORMAN 45-46 D 4BS,REEVES,STATE NORMAN 45-46 D,306,0,08-053978-O,HOEFS T-K,01PDP,3RD BS,10905,1/1/2021,1/8/2021,H,31.38835844,-103.281031,31.35887867,-103.2868259,31.37361855,-103.2839285,2021,1
4238938819,DB,HORNET STATE 26-27 UNIT B 30H,REEVES,HORNET STATE 26-27 UNIT B,105,0,08-055011-O,WOLFBONE,01PDP,3RD BS,7673,2/1/2021,2/10/2021,H,31.33536228,-103.3514083,31.3556398,-103.344871,31.34550104,-103.3481397,2021,2
4238938850,DB,PECAN STATE UNIT 4116AH,REEVES,PECAN STATE UNIT,307,2,08-047292-O,PHANTOM,01PDP,WCA,10292,10/1/2020,10/30/2020,H,31.34104025,-103.0573904,31.31301315,-103.0536285,31.3270267,-103.0555094,2020,10
