ChosenID,Basin,WellName,County,LeaseName,LeaseNumber,Field,RES_CAT,Landing_Zone,PerfLateralLength,FirstProdDate,HoleDirection,SurfaceLatitude,SurfaceLongitude,cluster
4238939261,DB,JOHN PHILLIP LONG STATE 18-19 A 134H,REEVES,JOHN PHILLIP LONG STATE 18-19 A,08-292705-G,PHANTOM,01PDP,3RD BS,11162.0,2021-09-01,H,31.389298072,-103.317163026,0
4238939263,DB,JOHN PHILLIP LONG STATE 18-19 C 233H,REEVES,JOHN PHILLIP LONG STATE 18-19 C,08-292616-G,PHANTOM,01PDP,WCA,11151.0,2021-09-01,H,31.38940607,-103.317137025,1
4238939262,DB,JOHN PHILLIP LONG STATE 18-19 B 221H,REEVES,JOHN PHILLIP LONG STATE 18-19 B,08-292637-G,PHANTOM,01PDP,WCA,11122.0,2021-09-01,H,31.389190075,-103.317189028,2
4238939343,DB,ALTAI 23 1BS,REEVES,ALTAI 23,08-056710-O,HOEFS T-K,01PDP,3RD BS,11750.0,2021-11-01,H,31.371539544,-103.261983392,3
4238939338,DB,IGUANA UNIT 6B62 62H,REEVES,IGUANA UNIT 6B62,08-056327-O,SANDBAR,01PDP,2ND BS,8433.0,2021-09-01,H,31.264904232,-103.177264571,4
4238939336,DB,IGUANA UNIT 6B14 14H,REEVES,IGUANA UNIT 6B14,08-056351-O,WOLFBONE,01PDP,WCA,8456.0,2021-09-01,H,31.264904233,-103.177167368,5
4238939334,DB,MOTHBALL 154-153 UNIT E 4H,REEVES,MOTHBALL 154-153 UNIT E,08-056653-O,HOEFS T-K,01PDP,WCA,11372.0,2021-09-01,H,31.114855572,-103.604952741,6
4238939333,DB,CABRITO LONG STATE A T 38H,REEVES,CABRITO LONG STATE A,08-291711-G,PHANTOM,01PDP,3RD BS,9734.0,2021-06-01,H,31.395111131,-103.421258372,7
4238939337,DB,IGUANA UNIT 6D12 12H,REEVES,IGUANA UNIT 6D12,08-056353-O,WOLFBONE,01PDP,WCA,8462.0,2021-09-01,H,31.264904231,-103.177359075,8
4238939332,DB,LONGWAY 16 UNIT 331H,REEVES,LONGWAY 16 UNIT,08-292777-G,PHANTOM,01PDP,WCB,10732.0,2021-10-01,H,31.38780211,-103.317132033,9
4238939264,DB,BELL CAPPS UNIT 214H 3H,REEVES,BELL CAPPS UNIT 214H,08-052224-O,WOLFBONE,01PDP,WCA,10740.0,2021-05-01,H,31.169019998,-103.557241608,10
4238939265,DB,BELL CAPPS UNIT 214H 4H,REEVES,BELL CAPPS UNIT 214H,08-052224-O,WOLFBONE,01PDP,WCA,8416.0,2021-05-01,H,31.168998999,-103.557132605,11
4238939266,DB,BELL CAPPS UNIT 214W 1H,REEVES,BELL CAPPS UNIT 214W,,WOLFBONE,03PA,WCB,10256.0,2200-01-01,H,31.169039996,-103.557351611,12
4238939267,DB,BEXAR 11-14 EAST UNIT 3H,REEVES,BEXAR 11-14 EAST UNIT,08-057404-O,WOLFBONE,01PDP,WCA,10279.0,2021-11-01,H,31.169729239,-103.39370314,13
4238939271,DB,BEXAR 11-14 WEST UNIT 10H,REEVES,BEXAR 11-14 WEST UNIT,08-057404-O,WOLFBONE,01PDP,3RD BS,10081.0,2021-11-01,H,31.169780239,-103.393407132,14
4238939270,DB,BEXAR 11-14 EAST UNIT 9H,REEVES,BEXAR 11-14 EAST UNIT,08-057404-O,WOLFBONE,01PDP,3RD BS,10203.0,2021-11-01,H,31.16972924,-103.393624138,13
4238939269,DB,BEXAR 11-14 WEST UNIT 5H,REEVES,BEXAR 11-14 WEST UNIT,08-057404-O,WOLFBONE,01PDP,WCA,10148.0,2021-11-01,H,31.16977824,-103.39332513,15
4238939268,DB,BEXAR 11-14 WEST UNIT 4H,REEVES,BEXAR 11-14 WEST UNIT,08-057404-O,WOLFBONE,01PDP,WCA,10175.0,2021-11-01,H,31.169783239,-103.393483134,14
4238932532,DB,INTERSTATE 1,REEVES,INTERSTATE,08-050444-O,SANDBAR,01PDP,3RD BS,3275.0,2008-08-01,H,31.417925017,-103.411833369,16
4238932887,DB,WORSHAM `6-15` 1H,REEVES,WORSHAM `6-15`,08-042008-O,PHANTOM,01PDP,3RD BS,4483.0,2011-11-01,H,31.40249401,-103.32526841,17
4238935075,DB,JAGUAR 1H,REEVES,JAGUAR,08-048554-O,PHANTOM,01PDP,WCA,4798.0,2016-04-01,H,31.212139412,-103.559522786,18
4238935077,DB,ZEBRA STATE 10 13H,REEVES,ZEBRA STATE 10,08-042643-O,WOLFBONE,01PDP,WCA,5034.0,2016-04-01,H,31.27395837,-103.318657741,19
4238935183,DB,BREITHORN 2H,REEVES,BREITHORN,,PHANTOM,03PA,,3565.0,2200-01-01,H,31.03613419,-103.706846873,20
4238935195,DB,BRONZE 6-15 1505H,REEVES,BRONZE 6-15,08-046458-O,PHANTOM,01PDP,WCA,6039.0,2016-09-01,H,31.388299961,-103.326638017,21
4238935273,DB,LONGORIA 11 2H,REEVES,LONGORIA 11,08-047189-O,PHANTOM,01PDP,WCB,7793.0,2017-04-01,H,31.263615962,-103.643929129,22
4238935327,DB,WILLIAMS SOUTH 10-51 1H,REEVES,WILLIAMS SOUTH 10-51,08-048639-O,HOEFS T-K,01PDP,WCA,4969.0,2017-03-01,H,31.274389217,-103.42364676,23
4238935341,DB,MCGAUGHY TORO 32 STATE 1H,REEVES,MCGAUGHY TORO 32 STATE,,WOLFBONE,05PA,,4921.0,2200-01-01,H,31.228995256,-103.344090601,24
4238935459,DB,CALAMITY JANE 1309HL,REEVES,CALAMITY JANE,,WOLFBONE,05PA,,5009.0,2200-01-01,H,31.333720776,-103.316462985,25
4238935575,DB,CHIEF PINKIE UNIT 7706H,REEVES,CHIEF PINKIE UNIT,08-049049-O,HOEFS T-K,02PDNP,WCA,10278.0,2017-05-01,H,31.067642813,-103.397890505,26
4238935659,DB,CURLY BILL STATE 26 UNIT A 2H,REEVES,CURLY BILL STATE 26 UNIT A,,WOLFBONE,05PA,,6084.0,2200-01-01,H,31.354050168,-103.47956755,27
4238935759,DB,STATE BULLSEYE 101AH,REEVES,STATE BULLSEYE,08-285291-G,ALPINE HIGH,02PA,DEVONIAN,5022.0,2017-08-01,H,30.958486459,-103.625434028,28
4238935878,DB,PAYDAY STATE 44 1H,REEVES,PAYDAY STATE 44,,PHANTOM,OLD DUC,,10206.0,2200-01-01,H,31.269266605,-103.736003783,29
4238935922,DB,SUNDOWN 1H,REEVES,SUNDOWN,08-049900-O,PHANTOM,01PDP,WCA,4806.0,2017-12-01,H,31.082702799,-103.502886128,30
4238935925,DB,MAN O WAR 26 UNIT B 3HL,REEVES,MAN O WAR 26 UNIT B,08-050320-O,WOLFBONE,01PDP,WCA,4911.0,2017-11-01,H,31.278164189,-103.583283101,31
4238935960,DB,GIRAFFE UNIT 18D 6H,REEVES,GIRAFFE UNIT 18D,08-049820-O,WOLFBONE,01PDP,WCB,8335.0,2017-12-01,H,31.221397788,-103.185254705,32
4238935974,DB,CABRITO STATE 6H,REEVES,CABRITO STATE,08-054544-O,PHANTOM,01PDP,WCA,4801.0,2017-09-01,H,31.385806001,-103.434864983,33
4238935975,DB,TOYAH WEST 4-9 12NH,REEVES,TOYAH WEST 4-9,08-057650-O,WOLFBONE,01PDP,WCA,10318.0,2017-08-01,H,31.27351337,-103.436791288,34
4238935984,DB,BIG GEORGE J 22NH,REEVES,BIG GEORGE,,WOLFBONE,05PA,,8354.0,2200-01-01,H,31.060430155,-103.341245706,35
4238935986,DB,BIG GEORGE J 24NH,REEVES,BIG GEORGE,,WOLFBONE,05PA,,8360.0,2200-01-01,H,31.060488612,-103.334087209,36
4238936034,DB,AYERS UNIT `24` 2WA,REEVES,AYERS UNIT `24`,08-056912-O,HOEFS T-K,01PDP,WCA,7776.0,2017-11-01,H,31.365861932,-103.251858139,37
4238936043,DB,SABINE UNIT 160-161E 10H,REEVES,SABINE UNIT 160-161E,,HOEFS T-K,05PA,,7090.0,2200-01-01,H,31.036664328,-103.600445603,38
4238936066,DB,HOLLYWOOD UNIT 1406H,REEVES,HOLLYWOOD UNIT,08-050825-O,HOEFS T-K,01PDP,WCA,11717.0,2018-09-01,H,31.378911754,-103.488060364,39
4238937339,DB,SHARKTOOTH 3-4 2WA,REEVES,SHARKTOOTH 3-4,08-051998-O,HOEFS T-K,01PDP,WCB,10773.0,2019-04-01,H,31.256768798,-103.136479869,40
4238937374,DB,BLUE TOPAZ STATE UNIT 251-252W 1H,REEVES,BLUE TOPAZ STATE UNIT 251-252W,08-052769-O,WOLFBONE,01PDP,WCB,10117.0,2019-06-01,H,31.222355281,-103.534254478,41
4238937413,DB,MDJ CALDWELL TESLA UNIT 21EH,REEVES,MDJ CALDWELL TESLA UNIT,08-288385-G,WOLFBONE,01PDP,WCB,13255.0,2019-01-01,H,31.035785622,-103.363926295,42
4238937414,DB,COUNT FLEET 11-3 3H,REEVES,COUNT FLEET 11-3,,PHANTOM,OLD DUC,3RD BS,7688.0,2200-01-01,H,31.321557031,-103.605271137,43
4238937494,DB,SAM PREWITT 255-256 UNIT C 6H,REEVES,SAM PREWITT 255-256 UNIT C,08-053772-O,PHANTOM,01PDP,WCA,9525.0,2019-08-01,H,31.253216119,-103.521179621,44
4238937562,DB,BILLY THE KID 31-24 UNIT B 11H,REEVES,BILLY THE KID 31-24 UNIT B,,WOLFBONE,05PA,,11225.0,2200-01-01,H,31.354813933,-103.503859877,45
4238937727,DB,BALMORHEA STATE 33-50 UNIT 7H,REEVES,BALMORHEA STATE 33-50 UNIT,08-053040-O,WOLFBONE,01PDP,WCA,7520.0,2020-03-01,H,31.337953064,-103.52271611,46
4238937766,DB,SANDSTORM UNIT 4202H,REEVES,SANDSTORM UNIT,08-053231-O,HOEFS T-K,01PDP,WCA,8510.0,2019-09-01,H,31.096438892,-103.465254392,47
4238937823,DB,ORPHEUM STATE 11-14-1N 16H,REEVES,ORPHEUM STATE 11-14-1N,08-053514-O,WOLFBONE,01PDP,WCA,10186.0,2019-11-01,H,31.25972784,-103.391417879,48
4238937830,DB,JANEY 24-25 WEST STATE UNIT 12H,REEVES,JANEY 24-25 WEST STATE UNIT,08-052679-O,WOLFBONE,01PDP,WCA,11017.0,2019-05-01,H,31.228192572,-103.381407812,49
4238937875,DB,WEAVER STATE F 7H,REEVES,WEAVER STATE F,,WOLFBONE,05PA,WCA,9587.0,2200-01-01,H,31.366716686,-103.427833371,50
4238937909,DB,DOC HOLLIDAY STATE 34-43 UNIT 9H,REEVES,DOC HOLLIDAY STATE 34-43 UNIT,08-053003-O,WOLFBONE,01PDP,WCA,10192.0,2020-04-01,H,31.328733901,-103.507896033,51
4238937973,DB,LUKE SHORT 38-37 UNIT A 6H,REEVES,LUKE SHORT 38-37 UNIT A,08-052867-O,PHANTOM,01PDP,WCA,6653.0,2019-08-01,H,31.376243515,-103.556439731,52
4238937975,DB,PEASE UNIT 134-135W 1H,REEVES,PEASE UNIT 134-135W,08-053806-O,WOLFBONE,01PDP,WCA,7421.0,2019-10-01,H,31.080096359,-103.639152431,53
4238938002,DB,WARLANDER 506BS,REEVES,WARLANDER,08-051176-O,HOEFS T-K,01PDP,WCXY,11055.0,2019-10-01,H,31.346784977,-103.209981777,54
4238938025,DB,BECKER 6-30 UNIT B 3H,REEVES,BECKER 6-30 UNIT B,08-290890-G,PHANTOM,01PDP,WCA,10037.0,2020-03-01,H,31.370955398,-103.449083296,55
4238938037,DB,ROCKET WRANGLER 11-3 3H,REEVES,ROCKET WRANGLER 11-3,,PHANTOM,OLD DUC,WCA,7660.0,2200-01-01,H,31.32155606,-103.601899714,56
4238938079,DB,APOLLO 2-11-1N 81H,REEVES,APOLLO 2-11-1N,08-053027-O,WOLFBONE,01PDP,3RD BS,11365.0,2019-08-01,H,31.270835795,-103.405854419,57
4238938122,DB,RYMAN 14-23-1S 82H,REEVES,RYMAN 14-23-1S,08-054082-O,WOLFBONE,01PDP,3RD BS,10251.0,2020-09-01,H,31.271685801,-103.400615388,58
4238934473,DB,CHALLENGER STATE 3H,REEVES,CHALLENGER STATE,,PHANTOM,05PA,,4651.0,2200-01-01,H,31.218428689,-103.506226583,59
4238934476,DB,MERCEDES CATTLE COMPANY `153-13` 2H,REEVES,MERCEDES CATTLE COMPANY `153-13`,,WOLFBONE,05PA,,6395.0,2200-01-01,H,31.133487466,-103.608599759,60
4238934657,DB,BLACK JACK 16 6H,REEVES,BLACK JACK 16,,WOLFBONE,05PA,,4950.0,2200-01-01,H,31.338493986,-103.399652583,61
4238934686,DB,WAHA P804H,REEVES,WAHA,08-047318-O,PHANTOM,01PDP,WCA,4885.0,2015-06-01,H,31.273603881,-103.187784378,62
4238934783,DB,ANGLER UNIT 303H,REEVES,ANGLER UNIT,08-046854-O,WOLFBONE,01PDP,WCA,8304.0,2015-10-01,H,31.288163115,-103.418046315,63
4238934789,DB,GORILLA 20 12H,REEVES,GORILLA 20,08-042874-O,WOLFBONE,01PDP,WCA,4920.0,2015-06-01,H,31.258044791,-103.352189232,64
4238934898,DB,CWI STATE 8H,REEVES,CWI STATE,08-049003-O,PHANTOM,01PDP,WCXY,4778.0,2015-09-01,H,31.342636614,-103.461440313,65
4238934928,DB,AGATE 179 SOUTHEAST 2H,REEVES,AGATE 179 SOUTHEAST,,WOLFBONE,03PA,,8353.0,2200-01-01,H,31.062979999,-103.34819868,66
4238934969,DB,VANGUARD 3 13H,REEVES,VANGUARD 3,08-043219-O,WOLFBONE,01PDP,WCA,4802.0,2015-11-01,H,31.346128032,-103.369534422,67
4238934978,DB,LESLIE `11` 11H,REEVES,LESLIE `11`,08-041627-O,WOLFBONE,01PDP,WCA,6352.0,2015-12-01,H,31.319668458,-103.31032949,68
4238934988,DB,TEAGUE-OWENS UNIT 1H,REEVES,TEAGUE-OWENS UNIT,08-047961-O,PHANTOM,01PDP,WCA,8223.0,2016-08-01,H,31.314602826,-103.542688437,69
4238935005,DB,TRINITY 184 2H,REEVES,TRINITY 184,,WOLFBONE,05PA,,4912.0,2200-01-01,H,31.082395673,-103.382255073,70
4238935031,DB,BURKHOLDER 1H,REEVES,BURKHOLDER,,PHANTOM,05PA,,5362.0,2200-01-01,H,31.311523057,-103.524141056,71
4238935059,DB,ELAND STATE `14` 11H,REEVES,ELAND STATE `14`,08-042726-O,WOLFBONE,01PDP,WCA,5786.0,2015-12-01,H,31.25726167,-103.303885266,72
4238935069,DB,ELAND STATE `14` 18H,REEVES,ELAND STATE `14`,08-042726-O,WOLFBONE,01PDP,WCA,5418.0,2016-01-01,H,31.258336714,-103.290451635,73
4238935167,DB,TREES RANCH 65-64 4307H,REEVES,TREES RANCH 65-64,08-047976-O,PHANTOM,01PDP,WCA,8036.0,2016-08-01,H,31.320695439,-103.061543798,74
4238935281,DB,REEVES TXL FEE T7-50-15 5H,REEVES,REEVES TXL FEE T7-50-15,08-044897-O,WOLFBONE,01PDP,WCA,5895.0,2017-01-01,H,31.257051346,-103.309320399,75
4238935320,DB,MONROE 28-39 UNIT A 5HL,REEVES,MONROE 28-39 UNIT A,08-048605-O,WOLFBONE,01PDP,WCA,9829.0,2017-08-01,H,31.314834361,-103.484389784,76
4238935321,DB,MONROE 28-39 UNIT A 31H,REEVES,MONROE 28-39 UNIT A,08-048605-O,WOLFBONE,01PDP,3RD BS,9847.0,2017-08-01,H,31.314767763,-103.484328682,77
4238935377,DB,REEVES STATE T7-50-30 1H,REEVES,REEVES STATE T7-50-30,08-049178-O,WOLFBONE,01PDP,WCA,10453.0,2017-09-01,H,31.243755645,-103.368602194,78
4238935469,DB,FELLERS STATE UNIT 8H,REEVES,FELLERS STATE UNIT,,PHANTOM,05PA,,4960.0,2200-01-01,H,31.272786135,-103.331205259,79
4238935591,DB,REEVES TXL FEE T7-50-9 5H,REEVES,REEVES TXL FEE T7-50-9,08-045209-O,WOLFBONE,01PDP,WCA,5888.0,2017-12-01,H,31.289633437,-103.326370362,80
4238935636,DB,MONROE 28-39 UNIT A 8H,REEVES,MONROE 28-39 UNIT A,08-048605-O,WOLFBONE,01PDP,WCA,9801.0,2018-05-01,H,31.314419983,-103.481700811,81
4238935767,DB,OPPENHEIMER 188 14H,REEVES,OPPENHEIMER 188,,WOLFBONE,05PA,,5130.0,2200-01-01,H,31.081586801,-103.45815153,82
4238935781,DB,RANGER C5-15 4114H,REEVES,RANGER C5-15,08-049608-O,PHANTOM,01PDP,WCA,4862.0,2017-09-01,H,31.301470883,-103.222012687,83
4238935872,DB,FURY 102AH,REEVES,FURY,08-286785-G,ALPINE HIGH,01PDP,WOODFORD,5063.0,2018-01-01,H,30.971183113,-103.613752711,84
4238935884,DB,PARKER B 3H,REEVES,PARKER B,08-049791-O,PHANTOM,01PDP,WCA,10032.0,2017-11-01,H,31.331586117,-103.616138894,85
4238935945,DB,ADOBE A 3H,REEVES,ADOBE A,08-050110-O,PHANTOM,01PDP,WCA,10123.0,2018-02-01,H,31.184117418,-103.560557609,86
4238936011,DB,BILLY THE KID 31-24 UNIT A 32H,REEVES,BILLY THE KID 31-24 UNIT A,08-049555-O,WOLFBONE,01PDP,3RD BS,10908.0,2018-06-01,H,31.356220069,-103.507766727,87
4238936470,DB,CWI STATE LONG C U 49H,REEVES,CWI STATE LONG C,08-050985-O,PHANTOM,01PDP,WCA,10827.0,2018-06-01,H,31.355816654,-103.449583294,88
4238936494,DB,MEDINA STATE UNIT 15-17 1H,REEVES,MEDINA STATE UNIT 15-17,08-049665-O,WOLFBONE,01PDP,WCB,6830.0,2018-06-01,H,31.185139747,-103.625692659,89
4238936618,DB,DUNN ROSE 14-23 UNIT B 66H,REEVES,DUNN ROSE 14-23 UNIT B,,WOLFBONE,05PA,,7655.0,2200-01-01,H,31.285217446,-103.604068774,90
4238936627,DB,BLACKSTONE WEST U 18H,REEVES,BLACKSTONE WEST,08-049920-O,PHANTOM,01PDP,WCA,4773.0,2018-04-01,H,31.272183971,-103.365615018,91
4238936686,DB,SAM PREWITT 255-256 UNIT A 11H,REEVES,SAM PREWITT 255-256 UNIT A,08-050799-O,WOLFBONE,02PDNP,WCA,9424.0,2020-04-01,H,31.249883466,-103.51388956,92
4238936704,DB,SAM BIRD 6-3 71H,REEVES,SAM BIRD 6-3,08-292650-G,PHANTOM,01PDP,WCB,7955.0,2018-05-01,H,31.400508866,-103.430810064,93
4238936041,DB,HOLLYWOOD UNIT 1455H,REEVES,HOLLYWOOD UNIT,08-050825-O,HOEFS T-K,01PDP,3RD BS,11754.0,2018-08-01,H,31.378887755,-103.487918559,94
4238936076,DB,JOHNSON B STATE 35 1H,REEVES,JOHNSON B STATE 35,,PHANTOM,05PA,,10364.0,2200-01-01,H,31.283850006,-103.690466214,95
4238936079,DB,COLLIER 25-36 UNIT A 2HL,REEVES,COLLIER 25-36 UNIT A,08-050997-O,HOEFS T-K,01PDP,WCA,10778.0,2018-06-01,H,31.126861182,-103.48980997,96
4238936089,DB,NECHES UNIT 178-179W 1H,REEVES,NECHES UNIT 178-179W,08-049736-O,WOLFBONE,01PDP,WCA,10036.0,2018-12-01,H,31.056704684,-103.593258316,97
4238936154,DB,JANEY STATE 24-25 UNIT 16H,REEVES,JANEY STATE 24-25 UNIT,08-049984-O,WOLFBONE,01PDP,WCA,10778.0,2018-02-01,H,31.229045673,-103.375612165,98
4238936282,DB,CARPENTER STATE A U 30H,REEVES,CARPENTER STATE A,08-050216-O,PHANTOM,01PDP,WCA,7493.0,2018-03-01,H,31.151416688,-103.542030571,99
4238936289,DB,JALAPENO STATE 216-215 UNIT A 3HL,REEVES,JALAPENO STATE 216-215 UNIT A,08-050670-O,HOEFS T-K,01PDP,WCA,10065.0,2018-03-01,H,31.111330813,-103.564685916,100
4238939076,DB,REV BX T8-51-3 1H,REEVES,REV BX T8-51-3,08-056008-O,WOLFBONE,01PDP,WCA,10133.0,2021-06-01,H,31.172210969,-103.420203793,101
4238939201,DB,TALLADEGA UNIT 2B14 14H,REEVES,TALLADEGA UNIT 2B14,08-056476-O,WOLFBONE,01PDP,WCA,8357.0,2021-09-01,H,31.2432459,-103.243017096,102
4238939203,DB,BEXAR 4-3 EAST UNIT 2 10H,REEVES,BEXAR 4-3 EAST UNIT 2,08-057242-O,WOLFBONE,01PDP,3RD BS,9344.0,2021-07-01,H,31.172296024,-103.411448571,103
4238939209,DB,J A HORD 8-9 UNIT 323H,REEVES,J A HORD 8-9 UNIT,,PHANTOM,05PA,WCB,10319.0,2200-01-01,H,31.359504918,-103.294429519,104
4238939221,DB,J A HORD WEST E 321H,REEVES,J A HORD WEST E,,PHANTOM,05PA,WCB,9648.0,2200-01-01,H,31.358630918,-103.299884682,105
4238939015,DB,BALMORHEA STATE M T 07H,REEVES,BALMORHEA STATE M,,PHANTOM,05PA,3RD BS,7709.0,2200-01-01,H,31.308249961,-103.520738921,106
4238939051,DB,KOMODO DRAGON 28-29 U-1 1HL,REEVES,KOMODO DRAGON 28-29 U-1,,HOEFS T-K,OLD DUC,WCA,5815.0,2200-01-01,H,31.125992533,-103.445887928,107
4238939094,DB,PREDATOR EAST C 43H,REEVES,PREDATOR EAST,,PHANTOM,05PA,WCC,6952.0,2200-01-01,H,31.28699725,-103.621741709,108
4238939219,DB,J A HORD WEST C 232H,REEVES,J A HORD WEST C,08-055900-O,PHANTOM,01PDP,WCA,10309.0,2021-02-01,H,31.359460921,-103.294178512,109
4238976863,DB,AFRICAN LION STATE UNIT 1A 1H,REEVES,AFRICAN LION STATE UNIT 1A,,WOLFBONE,05PA,,8369.0,2200-01-01,H,31.184656367,-103.269054204,110
4238932199,DB,RAPE `14` 1H,REEVES,RAPE `14`,08-188762-G,WAHA,01PDP,DEVONIAN,4056.0,2001-11-01,H,31.300861903,-103.138799075,111
4238932210,DB,MOORE WAYNE 3 1H,REEVES,MOORE WAYNE 3,08-213334-G,WAHA WEST,01PDP,DEVONIAN,4095.0,2004-06-01,H,31.270926319,-103.133594243,112
4238932244,DB,BODKINS 12H,REEVES,BODKINS,08-195658-G,WAHA WEST,01PDP,DEVONIAN,5600.0,2002-11-01,H,31.310739001,-103.151259043,113
4238932293,DB,DUDLEY-RUDMAN STATE UNIT 3H,REEVES,DUDLEY-RUDMAN STATE UNIT,,WORSHAM-BAYER,05PA,,2972.0,2200-01-01,H,31.3419608,-103.199118421,114
4238932303,DB,TEXACO 17 2H,REEVES,TEXACO 17,08-214414-G,WOLFBONE,01PDP,WCA,4521.0,2005-02-01,H,31.154966096,-103.351133357,115
4238937910,DB,DOC HOLLIDAY STATE 34-43 UNIT 45H,REEVES,DOC HOLLIDAY STATE 34-43 UNIT,,PHANTOM,05PA,,11108.0,2200-01-01,H,31.357713892,-103.500793173,116
4238937952,DB,IMPERIAL EAGLE 24 5H,REEVES,IMPERIAL EAGLE 24,08-290973-G,PHANTOM,01PDP,WCB,7734.0,2019-10-01,H,31.363288898,-103.630864345,117
4238937969,DB,LUKE SHORT 38-37 UNIT A 4H,REEVES,LUKE SHORT 38-37 UNIT A,,PHANTOM,05PA,,6710.0,2200-01-01,H,31.376260213,-103.556534234,118
4238936915,DB,GRISSOM WEST 31-42 UNIT 22NH,REEVES,GRISSOM WEST 31-42 UNIT,08-049077-O,WOLFBONE,01PDP,WCA,7760.0,2018-06-01,H,31.084231509,-103.368753296,119
4238936947,DB,YORK STATE 33 1H 1H,REEVES,YORK STATE 33 1H,08-290254-G,PHANTOM,01PDP,WCC,7725.0,2019-01-01,H,31.311216974,-103.719011366,120
4238937024,DB,CARPENTER STATE C U 09H,REEVES,CARPENTER STATE C,08-051260-O,PHANTOM,01PDP,WCA,7533.0,2018-10-01,H,31.152342696,-103.54786744,121
4238937078,DB,BALMORHEA STATE J T 28H,REEVES,BALMORHEA STATE J,,PHANTOM,05PA,,6838.0,2200-01-01,H,31.327236124,-103.509186075,122
4238937114,DB,JERSEY LILLY 17-7 UNIT B 46H,REEVES,JERSEY LILLY 17-7 UNIT B,08-059950-O,PHANTOM,01PDP,WCA,9726.0,2018-10-01,H,31.391676103,-103.526490566,123
4238937117,DB,CHARLES GOODNIGHT 266-265 UNIT D 10H,REEVES,CHARLES GOODNIGHT 266-265 UNIT D,,WOLFBONE,05PA,,7713.0,2200-01-01,H,31.253594127,-103.495525989,124
4238938169,DB,WAR EAGLE B UNIT U 21H,REEVES,WAR EAGLE B UNIT,,PHANTOM,03PA,WCA,7731.0,2200-01-01,H,31.081638889,-103.526577779,125
4238938296,DB,PERKINS 2-1S 31H,REEVES,PERKINS 2-1S,08-053506-O,PHANTOM,01PDP,WCB,10321.0,2019-10-01,H,31.429470762,-103.434130177,126
4238938367,DB,BLAZER UNIT 14 5BS,REEVES,BLAZER UNIT 14,,PHANTOM,05PA,3RD BS,11426.0,2200-01-01,H,31.37002902,-103.188350195,127
4238938404,DB,CITY OF PECOS STATE 15-16 A-1 5H,REEVES,CITY OF PECOS STATE 15-16 A-1,08-053738-O,PHANTOM,01PDP,WCXY,8976.0,2020-01-01,H,31.378182651,-103.521585626,128
4238938421,DB,BIG BEND 301 1WA,REEVES,BIG BEND 301,,HOEFS T-K,05PA,,4789.0,2200-01-01,H,31.056020609,-103.509292041,129
4238937234,DB,SKY KING 47-36-20 UNIT D-C 12H,REEVES,SKY KING 47-36-20 UNIT D-C,08-052095-O,WOLFBONE,01PDP,WCA,11613.0,2019-04-01,H,31.356205117,-103.586791361,130
4238937292,DB,SIEBER TRUST B 05H,REEVES,SIEBER TRUST,08-049253-O,PHANTOM,01PDP,WCB,9570.0,2019-01-01,H,31.402626974,-103.415014978,131
4238937300,DB,STATE CALIFORNIA CHROME 27 9H,REEVES,STATE CALIFORNIA CHROME 27,08-290913-G,PHANTOM,02PDNP,WCA,4890.0,2018-12-01,H,31.32011185,-103.665016591,132
4238937337,DB,SHARKTOOTH 3-4 1WA,REEVES,SHARKTOOTH 3-4,08-051998-O,HOEFS T-K,01PDP,WCA,10771.0,2019-04-01,H,31.256852095,-103.136479868,133
4238937371,DB,WILD BILL HICKOK 205-206 UNIT B 7H,REEVES,WILD BILL HICKOK 205-206 UNIT B,08-051809-O,PHANTOM,01PDP,WCA,7542.0,2019-08-01,H,31.280605917,-103.529400018,134
4238937400,DB,SARAH LINK 3-2-3W STATE W 13H,REEVES,SARAH LINK 3-2-3W STATE,,WOLFBONE,05PA,,10301.0,2200-01-01,H,31.298899586,-103.289284652,135
4238938447,DB,GRAVES STATE 83HR,REEVES,GRAVES STATE,08-040374-O,WOLFBONE,01PDP,3RD BS,10969.0,2019-11-01,H,31.213687322,-103.4663617,136
4238938483,DB,HEAT WAVE 1H,REEVES,HEAT WAVE,,PHANTOM,05PA,,7440.0,2200-01-01,H,31.028661147,-103.533438884,137
4238938484,DB,LULU PARR STATE 199-200 UNIT B-1 5H,REEVES,LULU PARR STATE 199-200 UNIT B-1,08-054512-O,PHANTOM,01PDP,WCA,9352.0,2020-02-01,H,31.287512338,-103.543038829,138
4238938526,DB,STATE ARMSTRONG 9-4 UNIT 3WA,REEVES,STATE ARMSTRONG 9-4 UNIT,08-052567-O,HOEFS T-K,01PDP,WCA,8226.0,2019-11-01,H,31.16361864,-103.229330863,139
4238938554,DB,GIGI STATE 12-13-1N 81H,REEVES,GIGI STATE 12-13-1N,08-054246-O,WOLFBONE,01PDP,3RD BS,10987.0,2019-12-01,H,31.257516815,-103.387531689,140
4238938561,DB,STATE BARB 10-5 C 3BS,REEVES,STATE BARB 10-5 C,08-053642-O,HOEFS T-K,01PDP,3RD BS,9410.0,2020-02-01,H,31.328052064,-103.22314071,141
4238938605,DB,STEPHENS C T 12H,REEVES,STEPHENS C,08-054271-O,PHANTOM,01PDP,3RD BS,7500.0,2020-04-01,H,31.338219477,-103.567877767,142
